STEP - Plot	Volt - Plot
0	1.8133
3	1.8133
6	1.8133
9	1.8133
12	1.8133
15	1.8084
18	1.8084
21	1.8084
24	1.8084
27	1.8084
30	1.8084
33	1.8084
36	1.8084
39	1.8084
42	1.8084
45	1.8084
48	1.8035
51	1.8035
54	1.8035
57	1.8035
60	1.8035
63	1.8035
66	1.8035
69	1.8035
72	1.8035
75	1.8035
78	1.8035
81	1.8035
84	1.8035
87	1.8035
90	1.7986
93	1.7986
96	1.7986
99	1.8035
102	1.7986
105	1.7986
108	1.7986
111	1.7986
114	1.7986
117	1.7986
120	1.7986
123	1.8035
126	1.8035
129	1.7986
132	1.7986
135	1.7986
138	1.7986
141	1.7986
144	1.7986
147	1.7986
150	1.7986
153	1.7986
156	1.7986
159	1.7986
162	1.7986
165	1.7986
168	1.7986
171	1.7986
174	1.7986
177	1.7986
180	1.7986
183	1.7986
186	1.7986
189	1.7937
192	1.7937
195	1.7937
198	1.7937
201	1.7937
204	1.7937
207	1.7937
210	1.7937
213	1.7937
216	1.7889
219	1.7889
222	1.7889
225	1.7889
228	1.7889
231	1.7889
234	1.7889
237	1.7889
240	1.7889
243	1.7889
246	1.7889
249	1.7889
252	1.784
255	1.784
258	1.784
261	1.784
264	1.784
267	1.784
270	1.784
273	1.784
276	1.784
279	1.784
282	1.784
285	1.784
288	1.784
291	1.784
294	1.784
297	1.7791
300	1.7791
303	1.7791
306	1.7791
309	1.7791
312	1.7791
315	1.7791
318	1.7791
321	1.7791
324	1.7791
327	1.7791
330	1.7791
333	1.7791
336	1.7791
339	1.7791
342	1.7791
345	1.7791
348	1.7791
351	1.7791
354	1.7791
357	1.7791
360	1.7791
363	1.7791
366	1.7742
369	1.7791
372	1.7791
375	1.7791
378	1.7742
381	1.7742
384	1.7742
387	1.7742
390	1.7742
393	1.7742
396	1.7742
399	1.7742
402	1.7742
405	1.7742
408	1.7742
411	1.7742
414	1.7742
417	1.7742
420	1.7742
423	1.7742
426	1.7742
429	1.7742
432	1.7742
435	1.7742
438	1.7742
441	1.7742
444	1.7742
447	1.7742
450	1.7742
453	1.7742
456	1.7742
459	1.7742
462	1.7693
465	1.7693
468	1.7693
471	1.7693
474	1.7693
477	1.7693
480	1.7693
483	1.7693
486	1.7693
489	1.7693
492	1.7693
495	1.7693
498	1.7693
501	1.7693
504	1.7644
507	1.7644
510	1.7644
513	1.7644
516	1.7644
519	1.7644
522	1.7644
525	1.7644
528	1.7644
531	1.7644
534	1.7644
537	1.7644
540	1.7644
543	1.7644
546	1.7644
549	1.7595
552	1.7595
555	1.7595
558	1.7595
561	1.7595
564	1.7595
567	1.7595
570	1.7595
573	1.7595
576	1.7595
579	1.7644
582	1.7644
585	1.7644
588	1.7644
591	1.7644
594	1.7644
597	1.7644
600	1.7644
603	1.7644
606	1.7644
609	1.7644
612	1.7644
615	1.7644
618	1.7644
621	1.7693
624	1.7693
627	1.7693
630	1.7693
633	1.7693
636	1.7693
639	1.7693
642	1.7693
645	1.7693
648	1.7693
651	1.7693
