STEP - Plot	Volt - Plot
0	4.1496
-4	4.1496
-8	4.1544
-12	4.1544
-16	4.1544
-20	4.1544
-24	4.1544
-28	4.1593
-32	4.1593
-36	4.1593
-40	4.1593
-44	4.1593
-48	4.1593
-52	4.1593
-56	4.1593
-60	4.1642
-64	4.1642
-68	4.1642
-72	4.1642
-76	4.1642
-80	4.1642
-84	4.1642
-88	4.1642
-92	4.1642
-96	4.1642
-100	4.1642
-104	4.1642
-108	4.1642
-112	4.1642
-116	4.1642
-120	4.1642
-124	4.1642
-128	4.1642
-132	4.1642
-136	4.1691
-140	4.1691
-144	4.1691
-148	4.1691
-152	4.1691
-156	4.1691
-160	4.1691
-164	4.1691
-168	4.1691
-172	4.1691
-176	4.1691
-180	4.1691
-184	4.1691
-188	4.1691
-192	4.1691
-196	4.174
-200	4.174
-204	4.174
-208	4.174
-212	4.174
-216	4.174
-220	4.174
-224	4.174
-228	4.174
-232	4.174
-236	4.174
-240	4.174
-244	4.174
-248	4.174
-252	4.174
-256	4.174
-260	4.174
-264	4.174
-268	4.174
-272	4.174
-276	4.174
-280	4.174
-284	4.174
-288	4.174
-292	4.174
-296	4.174
-300	4.174
-304	4.174
-308	4.174
-312	4.174
-316	4.1789
-320	4.1789
-324	4.1789
-328	4.1789
-332	4.1789
-336	4.1789
-340	4.1789
-344	4.1789
-348	4.1789
-352	4.1789
-356	4.1789
-360	4.1789
-364	4.1789
-368	4.1789
-372	4.1838
-376	4.1838
-380	4.1838
-384	4.1838
-388	4.1838
-392	4.1838
-396	4.1838
-400	4.1838
-404	4.1838
-408	4.1838
-412	4.1838
-416	4.1838
-420	4.1887
-424	4.1887
-428	4.1887
-432	4.1887
-436	4.1887
-440	4.1887
-444	4.1887
-448	4.1887
-452	4.1887
-456	4.1887
-460	4.1887
-464	4.1935
-468	4.1935
-472	4.1935
-476	4.1935
-480	4.1935
-484	4.1935
-488	4.1935
-492	4.1935
-496	4.1935
-500	4.1935
-504	4.1935
-508	4.1935
-512	4.1935
-516	4.1984
-520	4.1984
-524	4.1984
-528	4.1984
-532	4.1984
-536	4.1984
-540	4.1984
-544	4.1984
-548	4.1984
-552	4.1984
-556	4.2033
-560	4.2033
-564	4.2033
-568	4.2033
-572	4.2033
-576	4.2082
-580	4.2082
-584	4.2082
-588	4.2082
-592	4.2082
-596	4.2082
-600	4.2082
-604	4.2082
-608	4.2082
-612	4.2131
-616	4.2131
-620	4.2131
-624	4.2131
-628	4.2131
-632	4.2131
-636	4.2131
-640	4.2131
-644	4.218
-648	4.218
-652	4.218
-656	4.218
-660	4.218
-664	4.218
-668	4.2229
-672	4.2229
-676	4.2229
-680	4.2229
-684	4.2229
-688	4.2278
-692	4.2278
-696	4.2278
-700	4.2278
-704	4.2326
-708	4.2326
-712	4.2326
-716	4.2326
-720	4.2326
-724	4.2375
-728	4.2375
-732	4.2375
-736	4.2375
-740	4.2375
-744	4.2375
-748	4.2375
-752	4.2375
-756	4.2424
-760	4.2424
-764	4.2424
-768	4.2424
-772	4.2424
-776	4.2473
-780	4.2473
-784	4.2473
-788	4.2473
-792	4.2522
-796	4.2522
-800	4.2522
-804	4.2522
-808	4.2571
-812	4.2571
-816	4.2571
-820	4.2571
-824	4.2571
-828	4.2571
-832	4.262
-836	4.262
-840	4.262
-844	4.262
-848	4.262
-852	4.262
-856	4.262
-860	4.262
-864	4.262
-868	4.262
-872	4.2669
-876	4.2669
-880	4.2669
-884	4.2669
-888	4.2669
-892	4.2669
-896	4.2717
-900	4.2717
-904	4.2717
-908	4.2717
-912	4.2717
-916	4.2717
-920	4.2717
-924	4.2766
-928	4.2766
-932	4.2766
-936	4.2766
-940	4.2766
-944	4.2766
-948	4.2766
-952	4.2766
-956	4.2766
-960	4.2766
-964	4.2766
-968	4.2766
-972	4.2815
-976	4.2815
-980	4.2815
-984	4.2815
-988	4.2815
-992	4.2864
-996	4.2864
-1000	4.2864
-1004	4.2864
-1008	4.2864
-1012	4.2864
-1016	4.2913
-1020	4.2913
-1024	4.2913
-1028	4.2913
-1032	4.2913
-1036	4.2913
-1040	4.2913
-1044	4.2913
-1048	4.2962
-1052	4.2962
-1056	4.2962
-1060	4.2913
-1064	4.2962
-1068	4.2962
-1072	4.2962
-1076	4.2962
-1080	4.2962
-1084	4.2962
-1088	4.2962
-1092	4.3011
-1096	4.3011
-1100	4.3011
-1104	4.3011
-1108	4.3011
-1112	4.3011
-1116	4.306
-1120	4.306
-1124	4.306
-1128	4.306
-1132	4.306
-1136	4.306
-1140	4.306
-1144	4.306
-1148	4.306
-1152	4.306
-1156	4.306
-1160	4.306
-1164	4.306
-1168	4.306
-1172	4.306
-1176	4.306
-1180	4.306
-1184	4.306
-1188	4.306
-1192	4.3109
-1196	4.3109
-1200	4.3109
-1204	4.3109
-1208	4.3109
-1212	4.3109
-1216	4.3109
-1220	4.3109
-1224	4.3109
-1228	4.3109
-1232	4.3109
-1236	4.3109
-1240	4.3109
-1244	4.3109
-1248	4.3157
-1252	4.3157
-1256	4.3157
-1260	4.3157
-1264	4.3157
-1268	4.3157
-1272	4.3157
-1276	4.3157
-1280	4.3157
-1284	4.3157
-1288	4.3157
-1292	4.3157
-1296	4.3157
-1300	4.3206
-1304	4.3206
-1308	4.3206
-1312	4.3206
-1316	4.3206
-1320	4.3206
-1324	4.3206
-1328	4.3206
-1332	4.3255
-1336	4.3255
-1340	4.3255
-1344	4.3255
-1348	4.3255
-1352	4.3255
-1356	4.3255
-1360	4.3255
-1364	4.3255
-1368	4.3255
-1372	4.3255
-1376	4.3304
-1380	4.3304
-1384	4.3304
-1388	4.3304
-1392	4.3304
-1396	4.3304
-1400	4.3304
-1404	4.3304
-1408	4.3353
-1412	4.3353
-1416	4.3353
-1420	4.3304
-1424	4.3304
-1428	4.3304
-1432	4.3304
-1436	4.3304
-1440	4.3304
-1444	4.3353
-1448	4.3353
-1452	4.3353
-1456	4.3353
-1460	4.3353
-1464	4.3353
-1468	4.3353
-1472	4.3353
-1476	4.3353
-1480	4.3353
-1484	4.3353
-1488	4.3353
-1492	4.3353
-1496	4.3353
-1500	4.3353
-1504	4.3402
-1508	4.3402
-1512	4.3402
-1516	4.3402
-1520	4.3402
-1524	4.3402
-1528	4.3402
-1532	4.3402
-1536	4.3402
-1540	4.3402
-1544	4.3402
-1548	4.3402
-1552	4.3402
-1556	4.3402
-1560	4.3451
-1564	4.3451
-1568	4.3451
-1572	4.3451
-1576	4.3451
-1580	4.3451
-1584	4.3451
-1588	4.3451
-1592	4.3451
-1596	4.3451
-1600	4.3451
-1604	4.3451
-1608	4.3451
-1612	4.3451
-1616	4.3451
-1620	4.35
-1624	4.35
-1628	4.35
-1632	4.35
-1636	4.35
-1640	4.3548
-1644	4.3548
-1648	4.3548
-1652	4.3548
-1656	4.3548
-1660	4.3548
-1664	4.3548
-1668	4.3548
-1672	4.3548
-1676	4.3548
-1680	4.3597
-1684	4.3597
-1688	4.3597
-1692	4.3597
-1696	4.3597
-1700	4.3597
-1704	4.3597
-1708	4.3597
-1712	4.3646
-1716	4.3646
-1720	4.3646
-1724	4.3646
-1728	4.3646
-1732	4.3646
-1736	4.3646
-1740	4.3646
-1744	4.3695
-1748	4.3695
-1752	4.3695
-1756	4.3695
-1760	4.3695
-1764	4.3695
-1768	4.3695
-1772	4.3695
-1776	4.3695
-1780	4.3695
-1784	4.3695
-1788	4.3744
-1792	4.3744
-1796	4.3744
-1800	4.3744
-1804	4.3744
-1808	4.3744
-1812	4.3744
-1816	4.3744
-1820	4.3793
-1824	4.3744
-1828	4.3744
-1832	4.3744
-1836	4.3793
-1840	4.3793
-1844	4.3793
-1848	4.3793
-1852	4.3793
-1856	4.3793
-1860	4.3793
-1864	4.3793
-1868	4.3793
-1872	4.3793
-1876	4.3793
-1880	4.3793
-1884	4.3793
-1888	4.3793
-1892	4.3793
-1896	4.3793
-1900	4.3793
-1904	4.3793
-1908	4.3793
-1912	4.3793
-1916	4.3793
-1920	4.3793
-1924	4.3793
-1928	4.3793
-1932	4.3793
-1936	4.3793
-1940	4.3793
-1944	4.3793
-1948	4.3793
-1952	4.3793
-1956	4.3842
-1960	4.3842
-1964	4.3842
-1968	4.3842
-1972	4.3842
-1976	4.3842
-1980	4.3842
-1984	4.3842
-1988	4.3842
-1992	4.3842
-1996	4.3842
-2000	4.3842
-2004	4.3842
-2008	4.3842
-2012	4.3842
-2016	4.3842
-2020	4.3891
-2024	4.3891
-2028	4.3891
-2032	4.3891
-2036	4.3891
-2040	4.3891
-2044	4.3891
-2048	4.3939
-2052	4.3939
-2056	4.3939
-2060	4.3939
-2064	4.3939
-2068	4.3939
-2072	4.3939
