STEP - Plot	Volt - Plot
0	1.608
3	1.6129
6	1.6129
9	1.6178
12	1.6178
15	1.6227
18	1.6227
21	1.6276
24	1.6276
27	1.6325
30	1.6325
33	1.6373
36	1.6373
39	1.6422
42	1.6422
45	1.6471
48	1.6471
51	1.652
54	1.652
57	1.6569
60	1.6569
63	1.6618
66	1.6618
69	1.6667
72	1.6667
75	1.6716
78	1.6716
81	1.6764
84	1.6764
87	1.6813
90	1.6862
93	1.6862
96	1.6911
99	1.6911
102	1.696
105	1.7009
108	1.7009
111	1.7058
114	1.7107
117	1.7155
120	1.7155
123	1.7204
126	1.7253
129	1.7253
132	1.7302
135	1.7351
138	1.74
141	1.74
144	1.7449
147	1.7498
150	1.7498
153	1.7546
156	1.7595
159	1.7595
162	1.7644
165	1.7644
168	1.7693
171	1.7693
174	1.7742
177	1.7791
180	1.7791
183	1.7791
186	1.784
189	1.784
192	1.7889
195	1.7889
198	1.7937
201	1.7937
204	1.7937
207	1.7986
210	1.7986
213	1.7986
216	1.7986
219	1.8035
222	1.8035
225	1.8035
228	1.8035
231	1.8084
234	1.8084
237	1.8084
240	1.8084
243	1.8084
246	1.8084
249	1.8084
252	1.8084
255	1.8084
258	1.8084
261	1.8084
264	1.8133
267	1.8133
270	1.8084
273	1.8084
276	1.8084
279	1.8084
282	1.8084
285	1.8084
288	1.8084
291	1.8084
294	1.8084
297	1.8084
300	1.8084
303	1.8084
306	1.8084
309	1.8084
312	1.8084
315	1.8084
318	1.8084
321	1.8084
324	1.8084
327	1.8084
330	1.8084
333	1.8084
336	1.8084
339	1.8084
342	1.8084
345	1.8084
348	1.8133
351	1.8133
354	1.8133
357	1.8133
360	1.8133
363	1.8133
366	1.8133
369	1.8182
372	1.8182
375	1.8182
378	1.8182
381	1.8182
384	1.8182
387	1.8182
390	1.8231
393	1.8231
396	1.8231
399	1.8231
402	1.8231
405	1.8231
408	1.8231
411	1.8231
414	1.8231
417	1.828
420	1.828
423	1.828
426	1.828
429	1.828
432	1.828
435	1.828
438	1.828
441	1.828
444	1.828
447	1.828
450	1.828
453	1.828
456	1.828
459	1.828
462	1.828
465	1.828
468	1.828
471	1.828
474	1.828
477	1.828
480	1.828
483	1.828
486	1.828
489	1.828
492	1.828
495	1.828
498	1.828
501	1.828
504	1.828
507	1.828
510	1.828
513	1.828
516	1.828
519	1.828
522	1.828
525	1.828
528	1.828
531	1.828
534	1.828
537	1.8328
540	1.8328
543	1.8328
546	1.8328
549	1.8328
552	1.8328
555	1.8328
558	1.8328
561	1.8328
564	1.8377
567	1.8377
570	1.8377
573	1.8377
576	1.8377
579	1.8377
582	1.8426
585	1.8426
588	1.8426
591	1.8426
594	1.8426
597	1.8426
600	1.8426
603	1.8475
606	1.8475
609	1.8475
612	1.8475
615	1.8475
618	1.8524
621	1.8524
624	1.8524
627	1.8524
630	1.8524
633	1.8524
636	1.8573
639	1.8573
642	1.8573
645	1.8573
648	1.8573
651	1.8573
654	1.8573
657	1.8622
660	1.8622
663	1.8622
666	1.8622
669	1.8622
672	1.8622
675	1.8671
678	1.8671
681	1.8671
684	1.8671
687	1.8671
690	1.8671
693	1.8719
696	1.8719
699	1.8719
702	1.8719
705	1.8719
708	1.8719
711	1.8719
714	1.8719
717	1.8719
720	1.8768
723	1.8768
726	1.8768
729	1.8768
732	1.8768
735	1.8768
738	1.8768
741	1.8768
744	1.8768
747	1.8768
750	1.8768
753	1.8817
756	1.8817
759	1.8817
762	1.8817
765	1.8817
768	1.8817
771	1.8817
774	1.8817
777	1.8817
780	1.8817
783	1.8817
786	1.8817
789	1.8817
792	1.8817
795	1.8817
798	1.8866
801	1.8866
