STEP - Plot	Volt - Plot
0	3.0352
-16	3.0352
-32	3.0401
-48	3.0401
-64	3.0401
-80	3.0401
-96	3.045
-112	3.045
-128	3.045
-144	3.0499
-160	3.0499
-176	3.0499
-192	3.0499
-208	3.0499
-224	3.0499
-240	3.0499
-256	3.0499
-272	3.0499
-288	3.0499
-304	3.0499
-320	3.0547
-336	3.0547
-352	3.0547
-368	3.0547
-384	3.0547
-400	3.0547
-416	3.0596
-432	3.0596
-448	3.0596
-464	3.0596
-480	3.0596
-496	3.0596
-512	3.0596
-528	3.0645
-544	3.0694
-560	3.0694
-576	3.0743
-592	3.0743
-608	3.0743
-624	3.0792
-640	3.0792
-656	3.0841
-672	3.0841
-688	3.0841
-704	3.0841
-720	3.0841
-736	3.089
-752	3.089
-768	3.089
-784	3.089
-800	3.089
-816	3.089
-832	3.089
-848	3.089
-864	3.089
-880	3.089
-896	3.0938
-912	3.0938
-928	3.0938
-944	3.0987
-960	3.0987
-976	3.0987
-992	3.0987
-1008	3.0987
-1024	3.1036
-1040	3.1036
-1056	3.1036
-1072	3.1036
-1088	3.1036
-1104	3.1036
-1120	3.1036
-1136	3.1036
-1152	3.1036
-1168	3.1036
-1184	3.1036
-1200	3.1085
-1216	3.1085
-1232	3.1085
-1248	3.1085
-1264	3.1085
-1280	3.1085
-1296	3.1134
-1312	3.1134
-1328	3.1134
-1344	3.1183
-1360	3.1183
-1376	3.1183
-1392	3.1183
-1408	3.1232
-1424	3.1232
-1440	3.1232
-1456	3.1281
-1472	3.1281
-1488	3.1281
-1504	3.1281
-1520	3.1329
-1536	3.1329
-1552	3.1329
-1568	3.1329
-1584	3.1378
-1600	3.1378
-1616	3.1378
-1632	3.1378
-1648	3.1427
-1664	3.1427
-1680	3.1427
-1696	3.1427
-1712	3.1427
-1728	3.1476
-1744	3.1476
-1760	3.1476
-1776	3.1476
-1792	3.1525
-1808	3.1525
-1824	3.1525
-1840	3.1574
-1856	3.1574
-1872	3.1574
-1888	3.1574
-1904	3.1574
-1920	3.1623
-1936	3.1623
-1952	3.1623
-1968	3.1623
-1984	3.1672
-2000	3.1672
-2016	3.1672
-2032	3.1672
-2048	3.1672
-2064	3.172
-2080	3.172
-2096	3.172
-2112	3.172
-2128	3.172
-2144	3.172
-2160	3.1769
-2176	3.1769
-2192	3.1769
-2208	3.1769
-2224	3.1769
-2240	3.1769
-2256	3.1769
-2272	3.1769
-2288	3.1769
-2304	3.1818
-2320	3.1818
-2336	3.1818
-2352	3.1818
-2368	3.1818
-2384	3.1818
-2400	3.1867
-2416	3.1867
-2432	3.1867
-2448	3.1867
-2464	3.1867
-2480	3.1867
-2496	3.1916
-2512	3.1916
-2528	3.1916
-2544	3.1916
-2560	3.1916
-2576	3.1916
-2592	3.1916
-2608	3.1965
-2624	3.1965
-2640	3.1965
-2656	3.1965
-2672	3.1965
-2688	3.1965
-2704	3.1965
-2720	3.1965
-2736	3.2014
-2752	3.2014
-2768	3.2014
-2784	3.2014
-2800	3.2014
-2816	3.2014
-2832	3.2014
-2848	3.2014
-2864	3.2014
-2880	3.2014
-2896	3.2014
-2912	3.2014
-2928	3.2014
-2944	3.2014
-2960	3.2014
-2976	3.2014
-2992	3.2014
-3008	3.2063
-3024	3.2014
-3040	3.2014
-3056	3.2063
-3072	3.2063
-3088	3.2063
-3104	3.2063
-3120	3.2111
-3136	3.2111
-3152	3.2111
-3168	3.2111
-3184	3.2111
